,aee.us,aep.us,aes.us,ale.us,apu.us,artna.us,at.us,ato.us,ava.us,awk.us,awr.us,bip.us,bkh.us,cdzi.us,cig.us,cms.us,cnp.us,cpk.us,cpl.us,ctws.us,cwco.us,cwt.us,czz.us,d.us,dte.us,duk.us,ed.us,ee.us,eix.us,elp.us,es.us,etr.us,exc.us,fcel.us,fe.us,he.us,ida.us,kep.us,lnt.us,mgee.us,msex.us,nee.us,ngg.us,ni.us,njr.us,nrg.us,nwe.us,nwn.us,oge.us,ora.us,ottr.us,pam.us,pcg.us,peg.us,pnm.us,pnw.us,por.us,ppl.us,sbs.us,sji.us,sjw.us,so.us,sph.us,sr.us,sre.us,swx.us,tac.us,tgs.us,ugi.us,utl.us,wec.us,wtr.us,xel.us,yorw.us
ngg.us,7.328854638413633e-06,7.415197223416332e-06,1.4613083897970816e-05,2.9281839933542683e-05,2.5140039255458327e-05,2.0571814567422072e-05,3.166805564399145e-05,3.1048374857877295e-05,3.123926248002039e-05,2.5581355272870118e-05,3.230858463505651e-05,2.698422346392573e-05,3.725919386540417e-05,4.144327626786038e-05,3.29448339665026e-05,3.1296836516104636e-05,3.4470565682023197e-05,3.2139593422261625e-05,3.059645702784177e-05,3.195268620194264e-05,3.489284696495487e-05,3.080564570353421e-05,4.3794877493844e-05,9.23295014597201e-06,7.9846580190307e-06,5.758141878400284e-06,6.483199206176031e-06,2.8744635075709213e-05,5.228961508254305e-06,3.563512673798494e-05,2.996849857604971e-05,8.418408657121809e-06,8.765212667865679e-06,5.011949898251363e-05,5.09749064369373e-06,3.0434313051167766e-05,3.526733110160669e-05,3.1015064458002995e-05,3.0226797664899225e-05,3.1780807740202826e-05,3.2387210531920876e-05,2.8297992866076285e-05,4.718076335174108e-05,1.1314874205677719e-05,3.371650647523658e-05,3.7770583858513795e-05,3.072069801004621e-05,2.7427643302569926e-05,3.6114928158617326e-05,3.992126674690143e-05,3.693558622719285e-05,2.4138618916715135e-05,-8.903232916685871e-05,8.051721456800352e-06,3.810290433831267e-05,9.335270827479674e-06,3.050349655289622e-05,5.532719799962251e-06,3.7931727213263755e-05,3.354670617274877e-05,3.6894847725646194e-05,7.068056523340295e-06,1.976239263415131e-05,2.9871637308704114e-05,6.876349722359938e-06,3.557850462211108e-05,3.099646146215183e-05,2.036278391706119e-05,3.2192892788451145e-05,2.516267766742668e-05,8.58921932213333e-06,3.181391702462884e-05,7.407585166219084e-06,2.8354865843709725e-05
ni.us,6.485829624927668e-05,5.476415533182205e-05,8.197868431135123e-05,1.2323796882683608e-05,7.71190867395422e-06,1.4659038751641222e-06,5.578279500384191e-06,1.0393688463344287e-05,1.3763575570224618e-05,7.1784638126623e-06,1.059695276710297e-05,1.4283153696415453e-05,1.4910881330871777e-05,-1.0083421081633276e-05,8.04175720241217e-06,1.1702783625926419e-05,1.0935461418901137e-05,1.6811622267193182e-06,1.0798611219246625e-05,4.5632929748542955e-06,-3.9047392792545494e-06,4.990474197387813e-06,1.361313587265488e-05,5.714590123516209e-05,6.0712790271648886e-05,4.6396961406672305e-05,4.6290197052203424e-05,1.0555812494139654e-05,4.1163298333823735e-05,1.0246099380208925e-05,1.1569271757566129e-05,5.453517960882856e-05,5.224920967448293e-05,1.1194775245118133e-06,5.4817399762903214e-05,1.159028306863949e-05,1.001066943054367e-05,1.4543171552218065e-05,1.2199034886920243e-05,6.179538725076422e-06,-4.4382581539437466e-07,9.558752812595404e-06,1.1314874205677719e-05,0.00010224578036788265,3.830905599647707e-06,1.3101762834450117e-05,1.0059959138510134e-05,4.965578612840376e-06,1.8693740947838724e-05,5.363357292293147e-06,5.9354444499781966e-06,3.03337315615484e-06,2.1942757288065722e-05,6.119526778393988e-05,1.5238762038535886e-05,5.955056149993854e-05,1.2469246164775416e-05,5.2393552656149615e-05,1.700243099868892e-05,1.0053406697631944e-05,4.509156999721227e-06,4.050945966712135e-05,5.453197371358533e-06,8.269968013795852e-06,6.0783601818756915e-05,1.1109448518787736e-05,1.5729704059640722e-05,7.153058287394397e-06,7.9851382874691e-06,4.448622088738441e-06,5.638236914748184e-05,7.5007826401926525e-06,5.3382929985756296e-05,1.513549565791932e-06
njr.us,2.937596574876637e-06,9.196039318186566e-07,5.766437152738051e-06,6.632714960114894e-05,4.102111891274022e-05,5.013852155383875e-05,6.112518332699185e-05,7.336270832840093e-05,7.299074072256841e-05,5.8086120840907063e-05,8.814328807797888e-05,3.552698209756807e-05,8.114220035462619e-05,8.511472117761533e-05,4.8181783886345685e-05,6.06243062616905e-05,6.145369391156071e-05,8.108192218727312e-05,4.4898555185275604e-05,7.449824292339293e-05,7.780365749266054e-05,8.33004702887801e-05,5.581396053885333e-05,4.638388099719519e-06,2.518987014250552e-06,2.5973852012482407e-06,3.224866738727254e-06,6.877566143710728e-05,-1.4726199246149626e-06,4.642085477729734e-05,5.8837182579539235e-05,3.712147712209047e-06,1.9785594249583598e-07,0.00011286190512032345,-2.124336047180477e-07,6.482440009038603e-05,7.299317983491723e-05,3.923025487072768e-05,5.925399165054496e-05,7.940686462548132e-05,7.412147687771275e-05,4.858841015550563e-05,3.371650647523658e-05,3.830905599647707e-06,0.00012720565843711584,6.466502367453207e-05,7.494364405368986e-05,7.668683897612013e-05,6.596081440163897e-05,7.598559707447834e-05,8.16462586132087e-05,3.366425601347268e-05,-0.0001114676856280494,2.4694936367666203e-06,7.610468920913833e-05,4.702291524291145e-06,6.493242820271034e-05,-1.4160021360607636e-06,5.588228266801573e-05,8.883864499431431e-05,9.394967123866462e-05,2.865990866341627e-06,3.401735172958144e-05,7.861466549640625e-05,-2.1663011808822415e-07,8.617675430328193e-05,4.2273269257530395e-05,2.4005376302025095e-05,7.152304175219393e-05,6.7228074905941e-05,4.58380802726782e-06,7.129596731369156e-05,8.564332257238471e-07,6.815459249661075e-05
nrg.us,1.0363319693951501e-05,9.034244219795605e-06,2.5033114223512175e-05,5.9645824197706844e-05,3.775504285836032e-05,3.9143097938489215e-05,6.486777001164146e-05,6.625911911661827e-05,6.53099086456169e-05,5.0783746282073e-05,5.797340963478025e-05,4.3209733902001304e-05,8.047154384929091e-05,8.323025121294324e-05,5.15848135330412e-05,6.57644082097454e-05,7.046383229505858e-05,5.135030963625755e-05,4.911990166389623e-05,5.35687032735678e-05,6.129273110410854e-05,6.0751483535268386e-05,7.536802334738421e-05,1.1962918092465853e-05,1.0809945755753529e-05,8.644571365112428e-06,5.557584793768348e-06,5.7477326765847066e-05,8.961990704087988e-06,5.550627250023384e-05,6.104472978860499e-05,1.5569549864449884e-05,1.7943949361555014e-05,9.608455103970965e-05,5.980006923066768e-06,6.48552740594756e-05,6.73189420004846e-05,5.370525999499864e-05,6.601757577450952e-05,6.49703473333077e-05,5.4122605036488014e-05,5.507640794102198e-05,3.7770583858513795e-05,1.3101762834450117e-05,6.466502367453207e-05,0.00022811048685887045,6.523113069635544e-05,5.642210311297039e-05,7.267870391734885e-05,9.108595403617166e-05,6.71921920149996e-05,5.207907220384529e-05,-1.8852976644323243e-05,1.234884993273365e-05,7.346065268362239e-05,1.5000358398136539e-05,6.11093608864121e-05,9.241660816327434e-06,5.533661083394901e-05,6.548878318480509e-05,6.378099415552714e-05,5.420371802051366e-06,2.7342800741021517e-05,5.801763468655082e-05,9.948180253490885e-06,6.137302845681599e-05,5.830225260824702e-05,3.408101622266599e-05,6.682486681837539e-05,5.6014405979414585e-05,1.092086082061132e-05,6.068674797397249e-05,5.6848663952237825e-06,4.8046909943840106e-05
nwe.us,8.838606276970082e-06,6.627395246699701e-06,1.4621052894517226e-05,6.591314161895635e-05,3.8463841603412355e-05,4.0882993563520654e-05,5.0970032825712636e-05,6.151375483117489e-05,7.02804926031025e-05,5.241095147023842e-05,7.453374716859223e-05,3.516677787173415e-05,8.048512075560423e-05,8.962737410389653e-05,4.939002014078226e-05,6.204368429905717e-05,5.701384459716693e-05,6.824918592800994e-05,4.2438704196842856e-05,6.834759885839475e-05,7.129732204004131e-05,6.861163125251017e-05,5.84875989797028e-05,9.410999471945083e-06,9.050889385382425e-06,6.183473703519644e-06,7.082263637310323e-06,6.514242941032325e-05,-5.466436696397433e-06,4.2402954549167714e-05,6.002737895266217e-05,1.1999442020579488e-05,8.244414750866795e-06,9.408926452476873e-05,4.18695786384054e-06,6.005191343335336e-05,7.053570382625295e-05,3.75199747743074e-05,6.015645823545005e-05,7.339880349931944e-05,6.708157382531431e-05,4.682337203100682e-05,3.072069801004621e-05,1.0059959138510134e-05,7.494364405368986e-05,6.523113069635544e-05,0.00011233961634136474,6.455270801749591e-05,6.4712489475371e-05,6.947251588986128e-05,7.464781952431994e-05,3.245695470294313e-05,-0.00017568471648308386,6.514195109532902e-06,7.481145796779844e-05,8.239244909942837e-06,6.323762582344906e-05,4.923561481125254e-06,4.908005457460289e-05,7.420832290350364e-05,8.152748612375282e-05,9.8624793425698e-06,3.0356973119097715e-05,6.673603329689044e-05,2.1758581290152405e-06,7.278325453248295e-05,3.900566571999039e-05,2.1382195116251345e-05,6.117378400783006e-05,5.83963135745952e-05,8.843370649207456e-06,6.60716403734121e-05,7.2980838051937275e-06,6.005421668345429e-05
nwn.us,5.667256904989701e-06,3.7976082004289315e-06,4.483750089022904e-06,5.893628540141162e-05,3.7354488943708026e-05,4.273760079831542e-05,6.184002908910099e-05,5.979792478904018e-05,6.281908219447946e-05,4.810380583454778e-05,7.953111386399563e-05,3.103463998925351e-05,7.356233859404561e-05,7.769442458444012e-05,4.2102889858912235e-05,4.919269530442095e-05,5.113062061654481e-05,7.109351188357999e-05,3.3408758002820995e-05,6.881050043075127e-05,7.436870095531964e-05,6.784512690493883e-05,4.7829689102732896e-05,6.926531586777668e-06,5.9852665516858074e-06,1.1092281118372795e-06,4.1829182001160005e-06,5.957983277950173e-05,-2.6964023352486734e-06,3.448379459380674e-05,4.860723016288221e-05,5.577730539071594e-06,1.734373336385881e-06,8.684807012875077e-05,6.141661499137152e-07,5.125230648362378e-05,6.267703952932241e-05,3.254813514325905e-05,5.174769964984817e-05,6.687035436254303e-05,6.7854107733918e-05,4.047780284101677e-05,2.7427643302569926e-05,4.965578612840376e-06,7.668683897612013e-05,5.642210311297039e-05,6.455270801749591e-05,9.537801186525739e-05,5.656669937779763e-05,6.5017498806788e-05,6.980746763013072e-05,2.7085780850335355e-05,6.493906768565588e-05,4.082156843592322e-06,6.712892793358927e-05,6.058536839828182e-06,5.31616830112217e-05,1.7306634006012054e-06,4.46040406761672e-05,7.018883742634065e-05,8.051417538823941e-05,4.739595312821033e-06,2.7830965320877337e-05,6.624188080087312e-05,1.811170947218468e-06,7.178733966014233e-05,3.803256294560741e-05,2.130857506377344e-05,5.496562579871245e-05,5.879170350138195e-05,6.020036101616471e-06,5.97499402459841e-05,4.337077844288359e-06,6.333679862737408e-05
oge.us,1.483341832958111e-05,1.3320563445073125e-05,2.51070516246851e-05,6.133858511552363e-05,4.1535622040547965e-05,3.9415311377943525e-05,5.745193307962955e-05,6.338478165126058e-05,6.649624044964409e-05,5.2844112054224675e-05,6.54310206674937e-05,4.033788484581749e-05,7.776922014345862e-05,6.897224408731978e-05,5.045565626429072e-05,6.067494793430472e-05,7.002589599627248e-05,5.6773435922391934e-05,4.678640042940137e-05,5.105738007957222e-05,5.6513364147484165e-05,5.862239065687294e-05,6.582240429109341e-05,1.5205400844971373e-05,1.4819811950784704e-05,1.0230483945380711e-05,1.1899246397012403e-05,5.609929994714753e-05,4.07181117201048e-06,4.752607644107231e-05,5.9025739692769694e-05,1.4163297308729119e-05,1.370476887493745e-05,9.084833134175242e-05,1.2116550195005143e-05,6.322107469944895e-05,6.698533427693878e-05,4.270718862700472e-05,6.472551546786959e-05,6.474156897159997e-05,5.5693069762394995e-05,5.071647470641696e-05,3.6114928158617326e-05,1.8693740947838724e-05,6.596081440163897e-05,7.267870391734885e-05,6.4712489475371e-05,5.656669937779763e-05,0.00011379828586841096,7.172598017802057e-05,6.48726226054158e-05,4.9852320599006506e-05,5.060351317123505e-05,1.6225240946368087e-05,7.19193153877e-05,1.6334984319620346e-05,6.0156888192401786e-05,1.0856167450382474e-05,5.5543305186810956e-05,6.57760235175007e-05,6.725374540920696e-05,1.0512134895013352e-05,3.3524852728730136e-05,5.8379424027987484e-05,1.1620989942363232e-05,6.407988745730448e-05,4.06712299984259e-05,3.304136255948322e-05,6.0256210363931705e-05,4.860849743788867e-05,1.3696956049700001e-05,6.23837079568622e-05,1.103986478170552e-05,5.3006125725008895e-05
ora.us,9.911169035651033e-06,5.2375637655079904e-06,2.564463871839545e-05,7.153874248657436e-05,5.050185399614551e-05,6.33546172853781e-05,8.119179818878667e-05,6.364719324923169e-05,7.298759270478687e-05,5.82470568863425e-05,8.312273414702252e-05,4.782606272607413e-05,8.41881772559944e-05,0.00010865821627092217,5.3381556590548366e-05,5.498808721401967e-05,6.723971508876852e-05,7.641471350112842e-05,4.625765644347215e-05,8.015019128173262e-05,0.00010896882918760916,8.302194837103474e-05,9.138298161995353e-05,7.152934566906396e-06,9.444860846104657e-06,6.845812555799679e-06,3.1249000409825613e-06,6.637126212863026e-05,4.5550896731817605e-06,5.209112693630144e-05,5.309130979245373e-05,9.715541125630035e-06,5.705798065582555e-06,0.00016980832857239623,7.624657542312156e-06,6.63868333425976e-05,7.508013500377253e-05,5.27732087529019e-05,6.184577751799933e-05,7.866030677490429e-05,7.932111482242838e-05,4.9348991639824185e-05,3.992126674690143e-05,5.363357292293147e-06,7.598559707447834e-05,9.108595403617166e-05,6.947251588986128e-05,6.5017498806788e-05,7.172598017802057e-05,0.00032428991415019815,9.354556451667208e-05,5.314273525352842e-05,6.487283553547516e-05,3.4719967002332194e-06,7.583673206792185e-05,1.0334972931208988e-05,5.951949507968303e-05,3.6683280102582225e-06,7.270161766027477e-05,7.289037471586534e-05,0.0001118239873047865,4.907631487779361e-06,3.695297552173493e-05,7.042966024097894e-05,2.364487652867845e-06,8.16946895089651e-05,5.71212431825796e-05,5.6095804388322495e-05,6.730798146912404e-05,6.781620560086483e-05,7.2388298900810685e-06,7.115586215409373e-05,3.423320868383063e-06,7.980294725847562e-05
ottr.us,3.0037540052091158e-06,2.5593142665077125e-06,1.3083088358026943e-05,7.211691684082165e-05,4.066688189670749e-05,6.153289489971745e-05,7.087688754462794e-05,6.580412902774912e-05,7.182342438865377e-05,5.5209236606087465e-05,9.042860879781965e-05,3.814146252459141e-05,8.194503947642348e-05,0.00011240653904799898,5.8434788858058354e-05,5.6721083540648304e-05,5.953325076786603e-05,8.464715481279985e-05,5.319529356196352e-05,9.308762585605377e-05,9.502048792756967e-05,8.427002293248578e-05,7.604063798217902e-05,4.353182870969659e-06,2.0701119995949923e-06,3.2441837330460705e-06,4.263582205096389e-06,7.408032782249346e-05,-1.3587274937962032e-05,5.394216775613601e-05,5.778834558088206e-05,5.589478732768021e-06,1.956665439859126e-06,0.00013927987146076276,1.2262624410969053e-06,5.783625396029017e-05,7.701608410347287e-05,4.4985497376555066e-05,6.239711442705809e-05,8.665608979195313e-05,8.657094936381172e-05,4.6745620300670814e-05,3.693558622719285e-05,5.9354444499781966e-06,8.16462586132087e-05,6.71921920149996e-05,7.464781952431994e-05,6.980746763013072e-05,6.48726226054158e-05,9.354556451667208e-05,0.0001498870536288582,4.8488776590998404e-05,-0.0002842443745257667,2.951324862815987e-06,7.980671539125307e-05,3.86222767327132e-06,6.478962927466479e-05,3.0895776880191882e-06,6.6140469958409e-05,8.047715666984798e-05,0.00010947928732765392,4.227789893883166e-06,3.1736480557090875e-05,7.732555570132574e-05,-5.50958488066573e-07,8.447987367171222e-05,4.2020119450903535e-05,4.504679681043766e-05,6.442678343577807e-05,7.334175904270899e-05,3.165998285242474e-06,7.145555816884343e-05,1.7643711662754068e-06,8.82930647921322e-05
pam.us,-2.424573136940061e-06,1.0010424565615618e-05,2.016965021328198e-05,2.5184743472175024e-05,1.6696606346453977e-05,2.5848905297967454e-05,5.5959300596327144e-05,3.462919192244031e-05,2.458102845151156e-05,3.233629813718297e-05,4.74413693601744e-05,2.0222220328970665e-05,3.984509831771133e-05,3.144547124501253e-05,5.540188003646105e-05,3.12369422631848e-05,3.4964266113219676e-05,4.0129709964072695e-05,3.8732732783101886e-05,3.202555555176518e-05,4.71737385076513e-05,4.0108001789869024e-05,7.371577410394508e-05,5.265264656721542e-06,-1.1565971304861061e-06,3.851134833816764e-06,-6.620412780695849e-07,2.7434736359606474e-05,2.6930501418785844e-05,5.868659432802688e-05,2.9333875660138802e-05,5.916760287084089e-06,1.2384073067216127e-05,0.00015835296913723355,2.1334237936038455e-06,2.7515636799570777e-05,3.3661887701649535e-05,4.4947167583647895e-05,2.8045952322691697e-05,3.9694865284862285e-05,3.062720056523376e-05,1.6750688154592555e-05,2.4138618916715135e-05,3.03337315615484e-06,3.366425601347268e-05,5.207907220384529e-05,3.245695470294313e-05,2.7085780850335355e-05,4.9852320599006506e-05,5.314273525352842e-05,4.8488776590998404e-05,0.0006173473229264925,-0.0005999100776202552,1.1213034958100596e-06,4.227424270515019e-05,4.148212127798632e-06,3.210421049557502e-05,5.380202133610576e-06,5.014916239438518e-05,3.213233607288856e-05,3.875983142647956e-05,1.224500954551005e-06,2.9363396289917345e-05,3.0706578827546454e-05,2.2272634901483025e-06,3.379286500945056e-05,3.4403426086833604e-05,0.00020668200804583347,3.929343429979197e-05,2.1934831118289845e-05,3.0942396104691015e-06,4.087442207109428e-05,-3.841324360274157e-07,4.5298548582735335e-05
pcg.us,-7.077048698659301e-05,9.379079680504563e-06,-3.273261163039177e-05,-9.942757716814437e-05,-3.5158175066999625e-05,-0.0005503178581469028,-0.00014627702222637433,-1.3694389391983225e-05,-4.5466704234765766e-05,-0.00012801992939216105,0.00011914704785320817,-5.840672216331968e-06,-8.855469472772143e-06,-0.0011225776495766722,-0.0003327639544292328,0.00011579990384937137,3.9919242189058205e-05,-7.569973351252933e-05,-0.0004565567953506809,-0.00022919707590697907,-0.0004196700599207222,-2.1463238836365864e-05,0.000147986307902034,5.554322668512322e-05,-5.2494122378440493e-05,-1.613650508870064e-05,-1.4616401680097194e-05,3.709027606161945e-05,-4.3586090935624205e-06,-0.0002236127586628277,0.00018138497402797236,8.489077382219593e-05,-3.6163205091304676e-05,-0.00017920911445121334,4.2802471613962504e-05,1.1216286742454626e-05,-1.45414857847699e-05,-0.0001696948577989852,0.0001295361949711552,-7.902039917710675e-05,-0.0002700332676343371,5.7827627621961686e-05,-8.903232916685871e-05,2.1942757288065722e-05,-0.0001114676856280494,-1.8852976644323243e-05,-0.00017568471648308386,6.493906768565588e-05,5.060351317123505e-05,6.487283553547516e-05,-0.0002842443745257667,-0.0005999100776202552,0.3220334624664581,0.00011763888381295787,0.00015269251401920863,4.410733596845098e-05,-8.142954142814536e-06,-6.24752879049936e-05,0.0002581559175139646,-0.00010193460902595803,-0.00023341015504521492,-2.5544332945875295e-05,-8.769351740671799e-05,-0.00012182824043188481,2.795573484712026e-05,1.5583100492806096e-05,0.00021453705888847314,-0.0006902222189680855,6.820779545495438e-05,-6.122660563474946e-05,-2.1500349933700168e-05,5.657336350654213e-05,-6.572895827641985e-05,-0.00023698082909111493
peg.us,6.72979933257847e-05,6.193251438420875e-05,7.692442545252949e-05,8.920933180198575e-06,5.467367597729172e-06,-3.0500755647492994e-06,-5.9069990065478596e-06,8.044691414319344e-06,1.4129413969728605e-05,2.401890440773211e-06,5.6088894475932646e-06,9.256726069696829e-06,8.954836398896439e-06,-1.0068387500256539e-06,2.8019926813111845e-07,1.0354885183596979e-05,7.302999036617703e-06,-8.124892846838355e-07,9.211059075889705e-06,1.7775260796288006e-06,-5.802929898488902e-06,3.713591105167233e-06,1.1523583045518188e-05,5.798685217976348e-05,5.943252481211547e-05,5.2942036104412424e-05,5.1413415691317404e-05,8.943179595417333e-06,5.3342944751250246e-05,5.8960438543893175e-06,1.2258382610198341e-05,6.248319306271839e-05,6.74532203998422e-05,-3.5150233053663426e-06,6.921864983013464e-05,7.63254467855314e-06,9.198170833397606e-06,1.1010001870097953e-05,1.0433589608861393e-05,4.476466447412714e-06,-1.6235248679672346e-06,7.41452237692124e-06,8.051721456800352e-06,6.119526778393988e-05,2.4694936367666203e-06,1.234884993273365e-05,6.514195109532902e-06,4.082156843592322e-06,1.6225240946368087e-05,3.4719967002332194e-06,2.951324862815987e-06,1.1213034958100596e-06,0.00011763888381295787,0.0001047899466167858,1.1519415981052793e-05,6.237709097224452e-05,1.1260906814593709e-05,5.934256976311013e-05,1.1077638091408492e-05,5.519097650715144e-06,2.9066088464916276e-06,4.599119918653332e-05,1.6086998618073875e-06,4.6677187466123805e-06,5.689438657863559e-05,7.420005356810242e-06,1.1865104095295542e-05,1.3418676123339471e-05,4.463149994137334e-06,3.5322951183461497e-06,6.10751157149448e-05,-4.773616430547155e-08,5.783343646403522e-05,1.4122073887378185e-06
pnm.us,1.4000142523347814e-05,9.49278937458067e-06,2.3783346860383243e-05,7.038495363524829e-05,3.985440037237795e-05,5.460456122050002e-05,5.581346489188862e-05,6.797724484490842e-05,7.611248651431663e-05,5.472117725457444e-05,7.632558964417164e-05,4.138621986273299e-05,8.743815768753058e-05,7.37895988369689e-05,5.884563111890686e-05,6.48901370137805e-05,7.015689396914004e-05,7.67168164373376e-05,5.0959849926583775e-05,7.40288461185712e-05,8.152864721480383e-05,7.286634271823952e-05,6.473247644600762e-05,1.3583222977204616e-05,1.3561229767667484e-05,8.25730282489575e-06,1.1371830114107787e-05,7.266092177643715e-05,1.6017498784690931e-06,4.987881735810279e-05,6.535401373325622e-05,1.2543187749009319e-05,8.272301667768568e-06,0.00010652707603795819,8.189355776135844e-06,7.067552926757518e-05,8.122508083957739e-05,4.625174273771716e-05,6.977212072682685e-05,7.818761944599954e-05,6.444255159539008e-05,5.474566597581057e-05,3.810290433831267e-05,1.5238762038535886e-05,7.610468920913833e-05,7.346065268362239e-05,7.481145796779844e-05,6.712892793358927e-05,7.19193153877e-05,7.583673206792185e-05,7.980671539125307e-05,4.227424270515019e-05,0.00015269251401920863,1.1519415981052793e-05,0.00015386587321751418,1.6644963177793167e-05,7.245053544648023e-05,6.48548491428595e-06,6.024773162867461e-05,7.726598296793966e-05,8.387374588015448e-05,9.625270174119596e-06,2.936641741132782e-05,6.835782936365038e-05,9.772229878349675e-06,7.772503594903079e-05,3.976648153797096e-05,2.1981554377831535e-05,6.521239394948398e-05,6.445310473747308e-05,1.2446529924250722e-05,6.810776404240364e-05,9.962440884688325e-06,6.039215609450121e-05
pnw.us,6.310115303553946e-05,5.7996433355405595e-05,7.464455238443528e-05,1.0434585145795577e-05,4.864850772000933e-06,2.6990655846667367e-06,4.6982290950462e-06,8.437866299499256e-06,1.3207461845927886e-05,3.7770750674562116e-06,1.09067088476927e-05,1.2208803879557297e-05,1.450875811974827e-05,-2.4443560231537412e-06,3.719396083577448e-06,1.2793086933215685e-05,8.57406252600852e-06,-1.3252570058601076e-06,7.230658369879271e-06,6.191012513285813e-06,-7.245196201404454e-06,5.286666704382309e-06,6.794515497672628e-06,5.374604044468675e-05,5.993435355842204e-05,4.930453676726383e-05,4.927732195321695e-05,6.6907277329616005e-06,5.45977571138884e-05,7.930822220352672e-06,1.4099572626054514e-05,5.6541298738097187e-05,5.237309994647468e-05,8.133528512360768e-06,5.714597504438941e-05,1.1761677512257276e-05,1.0446110136038513e-05,9.704181283217198e-06,1.1750065781386932e-05,8.725890698737534e-06,1.1999762674989212e-06,8.815643246995709e-06,9.335270827479674e-06,5.955056149993854e-05,4.702291524291145e-06,1.5000358398136539e-05,8.239244909942837e-06,6.058536839828182e-06,1.6334984319620346e-05,1.0334972931208988e-05,3.86222767327132e-06,4.148212127798632e-06,4.410733596845098e-05,6.237709097224452e-05,1.6644963177793167e-05,8.296967771935191e-05,1.227023880562383e-05,5.0810427454507476e-05,1.029939574182469e-05,9.582652584094333e-06,5.480808411381598e-06,4.441470163575664e-05,4.1293017277727825e-06,5.808946332053289e-06,5.471110178768468e-05,1.1443570958213727e-05,9.35638466317507e-06,1.5059715299870573e-05,7.815948876291158e-06,4.1904940580510695e-06,5.863960769783624e-05,3.5598230091414724e-06,5.701285389790271e-05,-6.980523672041689e-07
por.us,1.1045189891440588e-05,9.753936837464506e-06,1.633493804873225e-05,6.177285256654821e-05,3.243564284437878e-05,3.748425897707063e-05,4.0766506248750036e-05,5.601392967043932e-05,6.634642062486884e-05,4.7612491608690555e-05,6.066223690981503e-05,3.3783300436515094e-05,7.270786222035461e-05,6.894625857674893e-05,4.3825336150783236e-05,5.899869957707487e-05,5.776674948721453e-05,6.009805592857356e-05,3.794889204905069e-05,5.313196699544185e-05,4.943721594050634e-05,5.6911425018964634e-05,5.118417565295864e-05,1.2498860653254171e-05,1.1391932484177681e-05,8.123025359258747e-06,1.0228411777169092e-05,6.141353386601467e-05,-2.5183561974655654e-06,4.292888897485033e-05,5.9731664046702426e-05,1.0808272808636711e-05,8.597800744150903e-06,7.620410741661413e-05,6.246292536142235e-06,5.9226980077652815e-05,6.818413137176292e-05,3.662736857781811e-05,6.0993119545614866e-05,6.508765802056127e-05,5.271556749772088e-05,4.918628330350069e-05,3.050349655289622e-05,1.2469246164775416e-05,6.493242820271034e-05,6.11093608864121e-05,6.323762582344906e-05,5.31616830112217e-05,6.0156888192401786e-05,5.951949507968303e-05,6.478962927466479e-05,3.210421049557502e-05,-8.142954142814536e-06,1.1260906814593709e-05,7.245053544648023e-05,1.227023880562383e-05,8.892609146448503e-05,8.266803194091002e-06,4.12547477668061e-05,6.328938374082024e-05,6.220387490080195e-05,8.512865714663202e-06,2.1650294049561865e-05,5.6363378430347614e-05,7.404109630507133e-06,6.255378148781634e-05,3.3343618570564015e-05,1.6855813070541898e-05,5.6401542610002656e-05,5.362217037976168e-05,1.1380460349718309e-05,5.9221725088384484e-05,1.0168082911278496e-05,4.844888754385559e-05
ppl.us,5.5511104122153036e-05,5.2642469536779264e-05,6.636573886774873e-05,4.658017581083811e-06,6.504556857661815e-07,-2.3286254954646068e-06,-8.092807143245263e-06,3.4211917924905607e-06,8.148201626493522e-06,-5.136314695575651e-07,5.909063126546723e-06,8.052066580779652e-06,7.457808056145461e-06,-1.1360940022855315e-05,5.524040719565553e-06,5.9211096169002055e-06,3.9903166389290335e-06,-3.2911082331895057e-06,8.534192382150378e-06,-1.1302028975869047e-06,-8.282872479516658e-06,1.5651247609498868e-06,9.78839404773989e-06,4.794085420408561e-05,4.9857897779462765e-05,4.1336857566144147e-05,4.160754356796584e-05,4.547625283544329e-06,5.2688723097638e-05,7.455567096476195e-06,8.399900944014632e-06,5.249342389641819e-05,5.8762905440745754e-05,-5.311546060964339e-07,5.951994824694025e-05,4.618869817402325e-06,5.715953212846126e-06,1.1064737004181323e-05,8.035368729800769e-06,3.102682255976807e-06,-3.856679393548708e-06,6.880082394629461e-06,5.532719799962251e-06,5.2393552656149615e-05,-1.4160021360607636e-06,9.241660816327434e-06,4.923561481125254e-06,1.7306634006012054e-06,1.0856167450382474e-05,3.6683280102582225e-06,3.0895776880191882e-06,5.380202133610576e-06,-6.24752879049936e-05,5.934256976311013e-05,6.48548491428595e-06,5.0810427454507476e-05,8.266803194091002e-06,8.911081771788069e-05,1.0282662565891616e-05,2.496945794271268e-06,-4.0341807975465e-06,3.823670189550106e-05,3.3502236376004644e-06,1.7735117936786815e-06,4.643624535015073e-05,6.127615366357645e-06,9.516251601498967e-06,9.193117962852285e-06,5.237940331931772e-07,3.919600123065197e-06,4.794554789211783e-05,-2.55799609318065e-07,4.838019619653092e-05,-1.103953362446487e-08
